"id" ,"cliente"                     ,"valor_pago" ,"produto"             ,"data_pagamento" ,"status_entrega"
 283 ,"Dra. Maria Flor Alves"       ,     4053.55 ,"Ferramenta"          ,"2022-10-03"     ,"Em Devolução"
 284 ,"Theo Borges"                 ,     3998.36 ,"Ferramenta"          ,"2021-02-24"     ,"Em Devolução"
 285 ,"Clarice Marques"             ,     2974    ,"Brinquedo"           ,"2020-06-01"     ,"Extraviado"
 287 ,"Maria Júlia Albuquerque"     ,     4367.95 ,"Ferramenta"          ,"2020-11-11"     ,"Entregue"
 288 ,"Yan Melo"                    ,     3741.5  ,"Utensílio Doméstico" ,"2024-11-11"     ,"Em Devolução"
 289 ,"Julia Rodrigues"             ,     1242.01 ,"Ferramenta"          ,"2019-03-25"     ,"Devolvido"
 291 ,"Antônio da Mata"             ,     3880.01 ,"Ferramenta"          ,"2023-06-10"     ,"Extraviado"
 292 ,"José Miguel Rodrigues"       ,     2345.64 ,"Utensílio Doméstico" ,"2023-01-30"     ,"Devolvido"
 293 ,"Sra. Giovanna Teixeira"      ,     3361.59 ,"Utensílio Doméstico" ,"2022-03-05"     ,"Devolvido"
 294 ,"Dr. José Costela"            ,     4655.82 ,"Ferramenta"          ,"2019-09-12"     ,"Devolvido"
 295 ,"Sr. Vitor Rodrigues"         ,     2327.55 ,"Ferramenta"          ,"2024-04-02"     ,"Extraviado"
 296 ,"Eduardo Farias"              ,     1155.56 ,"Ferramenta"          ,"2024-01-29"     ,"Entregue"
 300 ,"Alexandre Viana"             ,     4856.31 ,"Ferramenta"          ,"2019-11-05"     ,"Devolvido"
 301 ,"Pedro Miguel Cardoso"        ,     4614.82 ,"Ferramenta"          ,"2021-01-17"     ,"Em Devolução"
 302 ,"Rhavi Rios"                  ,     1763.57 ,"Brinquedo"           ,"2023-11-29"     ,"Devolvido"
 303 ,"Gabriel Azevedo"             ,     4425.88 ,"Ferramenta"          ,"2022-04-17"     ,"Cancelado"
 304 ,"Lara Cavalcanti"             ,     2725.92 ,"Ferramenta"          ,"2022-03-06"     ,"Cancelado"
 306 ,"Ísis Pereira"                ,     1906.65 ,"Brinquedo"           ,"2021-04-22"     ,"Devolvido"
 307 ,"Juliana das Neves"           ,     1794.16 ,"Brinquedo"           ,"2020-09-16"     ,"Cancelado"
 308 ,"Lara da Luz"                 ,     3396.07 ,"Utensílio Doméstico" ,"2022-03-24"     ,"Cancelado"
 309 ,"Luiza Fernandes"             ,     1629.94 ,"Ferramenta"          ,"2020-02-21"     ,"Cancelado"
 310 ,"Cecília Abreu"               ,     2462.21 ,"Utensílio Doméstico" ,"2023-07-02"     ,"Em Devolução"
 314 ,"Gael Pires"                  ,     2356.51 ,"Brinquedo"           ,"2021-02-15"     ,"Entregue"
 316 ,"Isabella da Mota"            ,     2128.66 ,"Brinquedo"           ,"2020-02-10"     ,"Extraviado"
 317 ,"Ana Vitória Oliveira"        ,     3102.51 ,"Ferramenta"          ,"2021-09-08"     ,"Devolvido"
 318 ,"Dra. Milena Moraes"          ,     3798.66 ,"Ferramenta"          ,"2024-05-14"     ,"Entregue"
 319 ,"Srta. Esther Cavalcante"     ,     4798.69 ,"Brinquedo"           ,"2021-08-23"     ,"Extraviado"
 320 ,"Paulo Porto"                 ,     1178.25 ,"Ferramenta"          ,"2021-05-14"     ,"Cancelado"
 321 ,"José Lopes"                  ,     1666.03 ,"Ferramenta"          ,"2024-04-15"     ,"Entregue"
 322 ,"Dr. Caleb das Neves"         ,     2829.56 ,"Ferramenta"          ,"2019-03-08"     ,"Devolvido"
 323 ,"José Costa"                  ,     2751.27 ,"Brinquedo"           ,"2023-07-29"     ,"Cancelado"
 324 ,"Maya Vasconcelos"            ,     3909.58 ,"Utensílio Doméstico" ,"2022-10-24"     ,"Devolvido"
 325 ,"Maria Julia Sampaio"         ,     2364.18 ,"Utensílio Doméstico" ,"2024-04-12"     ,"Cancelado"
 326 ,"Ravi Lucca Fogaça"           ,     1435.48 ,"Brinquedo"           ,"2023-12-24"     ,"Entregue"
 327 ,"João Lucas Duarte"           ,     3112.87 ,"Utensílio Doméstico" ,"2023-12-07"     ,"Entregue"
 329 ,"Luiz Felipe Fonseca"         ,     1168.52 ,"Utensílio Doméstico" ,"2019-01-10"     ,"Entregue"
 330 ,"Daniel Rios"                 ,     3735.42 ,"Utensílio Doméstico" ,"2022-03-30"     ,"Extraviado"
 331 ,"Levi Alves"                  ,     4309.57 ,"Brinquedo"           ,"2020-11-20"     ,"Extraviado"
 332 ,"João Guilherme Jesus"        ,     3261.47 ,"Brinquedo"           ,"2023-01-09"     ,"Devolvido"
 333 ,"Clara Guerra"                ,     1858.63 ,"Utensílio Doméstico" ,"2024-03-13"     ,"Devolvido"
 334 ,"Ana Liz Castro"              ,     3336.98 ,"Brinquedo"           ,"2019-10-02"     ,"Em Devolução"
 336 ,"Srta. Stephany Aparecida"    ,     1244.66 ,"Utensílio Doméstico" ,"2023-12-10"     ,"Extraviado"
 337 ,"Dra. Maria Julia Cirino"     ,     1505.47 ,"Brinquedo"           ,"2021-01-25"     ,"Em Devolução"
 338 ,"Antonella Barros"            ,     4067.77 ,"Utensílio Doméstico" ,"2022-05-11"     ,"Devolvido"
 339 ,"Guilherme da Luz"            ,     1706.64 ,"Utensílio Doméstico" ,"2020-12-19"     ,"Entregue"
 340 ,"Sra. Joana Moreira"          ,     4078.78 ,"Ferramenta"          ,"2024-08-11"     ,"Em Devolução"
 341 ,"Pietro Novaes"               ,     4881.21 ,"Utensílio Doméstico" ,"2019-12-01"     ,"Entregue"
 343 ,"Sr. Gael Ramos"              ,     2890.54 ,"Utensílio Doméstico" ,"2023-09-30"     ,"Em Devolução"
 344 ,"Isabella Marques"            ,     1253.05 ,"Brinquedo"           ,"2022-02-18"     ,"Em Devolução"
 345 ,"Sra. Catarina Melo"          ,     3823.84 ,"Ferramenta"          ,"2023-08-18"     ,"Devolvido"
 346 ,"Yago Barros"                 ,     2996.04 ,"Utensílio Doméstico" ,"2023-12-03"     ,"Extraviado"
 347 ,"Sr. Bruno Caldeira"          ,     4513.97 ,"Brinquedo"           ,"2021-07-26"     ,"Devolvido"
 348 ,"Dr. Lucas Gabriel Garcia"    ,     4186.28 ,"Utensílio Doméstico" ,"2022-01-27"     ,"Devolvido"
 349 ,"Bárbara Carvalho"            ,     1857.21 ,"Ferramenta"          ,"2020-11-25"     ,"Cancelado"
 351 ,"Sr. Augusto Jesus"           ,     3298.54 ,"Utensílio Doméstico" ,"2022-11-15"     ,"Extraviado"
 352 ,"Sra. Maria Julia Aragão"     ,     4065.26 ,"Utensílio Doméstico" ,"2022-08-08"     ,"Extraviado"
 353 ,"Srta. Maria Alice Barbosa"   ,     2775.54 ,"Utensílio Doméstico" ,"2021-06-13"     ,"Entregue"
 354 ,"Maria Pereira"               ,     1369.88 ,"Utensílio Doméstico" ,"2024-05-29"     ,"Extraviado"
 355 ,"Leonardo Nunes"              ,     3546.75 ,"Ferramenta"          ,"2024-02-04"     ,"Cancelado"
 356 ,"Maria Sophia Cirino"         ,     1982.05 ,"Brinquedo"           ,"2019-03-09"     ,"Em Devolução"
 358 ,"Davi Alves"                  ,     1781.51 ,"Ferramenta"          ,"2021-02-07"     ,"Em Devolução"
 359 ,"Nathan Pimenta"              ,     1374.52 ,"Utensílio Doméstico" ,"2023-02-22"     ,"Em Devolução"
 360 ,"Lorenzo Marques"             ,     1594.02 ,"Ferramenta"          ,"2023-09-29"     ,"Devolvido"
 361 ,"Dra. Sabrina Melo"           ,     2743.62 ,"Utensílio Doméstico" ,"2019-06-26"     ,"Em Devolução"
 362 ,"Vitor Gabriel Guerra"        ,     1831.76 ,"Ferramenta"          ,"2023-09-29"     ,"Entregue"
 364 ,"Lucas Gabriel Fogaça"        ,     1206.3  ,"Utensílio Doméstico" ,"2024-09-23"     ,"Cancelado"
 366 ,"Laura Andrade"               ,     4863.26 ,"Ferramenta"          ,"2019-01-02"     ,"Em Devolução"
 367 ,"Sr. Yan Sampaio"             ,     4472.9  ,"Brinquedo"           ,"2019-11-18"     ,"Extraviado"
 368 ,"Emanuel Porto"               ,     2232.54 ,"Ferramenta"          ,"2023-01-29"     ,"Cancelado"
 370 ,"Maria Laura Aparecida"       ,     1975.07 ,"Ferramenta"          ,"2020-05-11"     ,"Cancelado"
 371 ,"Larissa Farias"              ,     2715.16 ,"Utensílio Doméstico" ,"2020-01-08"     ,"Extraviado"
 372 ,"Luiz Gustavo Câmara"         ,     3819.52 ,"Utensílio Doméstico" ,"2019-12-25"     ,"Entregue"
 373 ,"Nicole Fonseca"              ,     2103.78 ,"Ferramenta"          ,"2024-04-04"     ,"Em Devolução"
 375 ,"André Rodrigues"             ,     4357.38 ,"Utensílio Doméstico" ,"2021-05-04"     ,"Em Devolução"
 377 ,"Sr. Arthur Miguel Aragão"    ,     1309.29 ,"Brinquedo"           ,"2023-08-30"     ,"Em Devolução"
 378 ,"Diogo Vasconcelos"           ,     3739.78 ,"Utensílio Doméstico" ,"2019-12-02"     ,"Devolvido"
 380 ,"Lívia Silva"                 ,     4645.48 ,"Utensílio Doméstico" ,"2020-06-27"     ,"Entregue"
 381 ,"Luiz Otávio Moraes"          ,     3140.5  ,"Ferramenta"          ,"2020-04-19"     ,"Em Devolução"
 382 ,"Ana Sophia Cardoso"          ,     3113.19 ,"Brinquedo"           ,"2021-06-12"     ,"Cancelado"
 383 ,"Marcela Brito"               ,     1767.23 ,"Utensílio Doméstico" ,"2021-08-03"     ,"Extraviado"
 386 ,"Ana Lívia da Cunha"          ,     2344.77 ,"Utensílio Doméstico" ,"2024-12-26"     ,"Cancelado"
 388 ,"Olívia da Costa"             ,     1422.21 ,"Ferramenta"          ,"2020-08-28"     ,"Extraviado"
 390 ,"Vitor Aragão"                ,     2797.2  ,"Brinquedo"           ,"2019-11-12"     ,"Devolvido"
 391 ,"Amanda Vargas"               ,     2895.45 ,"Ferramenta"          ,"2021-07-11"     ,"Entregue"
 392 ,"Marina Caldeira"             ,     2334    ,"Utensílio Doméstico" ,"2023-04-12"     ,"Entregue"
 393 ,"Nicole Castro"               ,     2078.52 ,"Ferramenta"          ,"2020-01-07"     ,"Entregue"
 395 ,"Theodoro Camargo"            ,     1344.21 ,"Utensílio Doméstico" ,"2024-08-07"     ,"Devolvido"
 396 ,"Sr. Luiz Henrique Vargas"    ,     3543.27 ,"Ferramenta"          ,"2021-11-01"     ,"Em Devolução"
 397 ,"Ana Júlia Costa"             ,     3836.73 ,"Utensílio Doméstico" ,"2024-04-05"     ,"Cancelado"
 398 ,"Felipe Silveira"             ,     1991.75 ,"Ferramenta"          ,"2022-07-02"     ,"Em Devolução"
 400 ,"Marina Andrade"              ,     2972.11 ,"Utensílio Doméstico" ,"2023-02-03"     ,"Devolvido"
 401 ,"Marcos Vinicius Siqueira"    ,     3438.49 ,"Ferramenta"          ,"2020-04-01"     ,"Em Devolução"
 402 ,"Davi Lucca Camargo"          ,     4590.17 ,"Brinquedo"           ,"2022-09-05"     ,"Cancelado"
 403 ,"Arthur Lopes"                ,     4246.46 ,"Brinquedo"           ,"2022-06-17"     ,"Devolvido"
 404 ,"Ana Vitória Ramos"           ,     4100.16 ,"Utensílio Doméstico" ,"2023-04-07"     ,"Em Devolução"
 405 ,"Ana Vitória Vasconcelos"     ,     4766.3  ,"Ferramenta"          ,"2021-07-21"     ,"Cancelado"
 406 ,"Dra. Cecilia Cavalcante"     ,     3165.99 ,"Ferramenta"          ,"2019-12-02"     ,"Extraviado"
 407 ,"Ian Alves"                   ,     3935.65 ,"Utensílio Doméstico" ,"2022-02-24"     ,"Extraviado"
 408 ,"Maria Alice Pinto"           ,     4938.61 ,"Brinquedo"           ,"2023-06-01"     ,"Em Devolução"
 409 ,"Sra. Bárbara Jesus"          ,     2886.15 ,"Ferramenta"          ,"2023-08-22"     ,"Em Devolução"
 410 ,"Emanuel Fernandes"           ,     1772.6  ,"Brinquedo"           ,"2022-10-07"     ,"Extraviado"
 411 ,"Sr. Marcos Vinicius Sousa"   ,     4558.54 ,"Utensílio Doméstico" ,"2023-06-18"     ,"Cancelado"
 412 ,"Isaac Garcia"                ,     3761.68 ,"Brinquedo"           ,"2021-01-29"     ,"Entregue"
 413 ,"Sophia das Neves"            ,     2789.5  ,"Ferramenta"          ,"2024-10-14"     ,"Cancelado"
 414 ,"Beatriz Rodrigues"           ,     4753.96 ,"Brinquedo"           ,"2024-11-02"     ,"Devolvido"
 416 ,"Dra. Bianca Sampaio"         ,     2940.47 ,"Utensílio Doméstico" ,"2023-09-04"     ,"Devolvido"
 417 ,"Srta. Sophie Camargo"        ,     3064.72 ,"Ferramenta"          ,"2020-08-07"     ,"Cancelado"
 418 ,"Dra. Eloá Garcia"            ,     1625.85 ,"Brinquedo"           ,"2019-07-07"     ,"Extraviado"
 419 ,"Anthony Camargo"             ,     3914.8  ,"Utensílio Doméstico" ,"2024-05-09"     ,"Cancelado"
 420 ,"Sra. Luiza Caldeira"         ,     4736.64 ,"Utensílio Doméstico" ,"2023-01-21"     ,"Devolvido"
 421 ,"Dr. Ryan Vasconcelos"        ,     2817.34 ,"Ferramenta"          ,"2020-05-16"     ,"Em Devolução"
 422 ,"Yuri Barbosa"                ,     3557.31 ,"Ferramenta"          ,"2023-09-07"     ,"Em Devolução"
 423 ,"Eloá Alves"                  ,     4239.23 ,"Utensílio Doméstico" ,"2023-12-19"     ,"Em Devolução"
 424 ,"Valentim Jesus"              ,     3944.78 ,"Utensílio Doméstico" ,"2022-08-25"     ,"Devolvido"
 425 ,"Pedro Lucas Santos"          ,     1982.31 ,"Ferramenta"          ,"2023-02-06"     ,"Entregue"
 426 ,"Antônio Pastor"              ,     2851.83 ,"Ferramenta"          ,"2019-10-22"     ,"Devolvido"
 427 ,"Eloá Macedo"                 ,     4012.54 ,"Brinquedo"           ,"2022-05-22"     ,"Entregue"
 428 ,"Aurora Ramos"                ,     1874.89 ,"Brinquedo"           ,"2022-07-12"     ,"Em Devolução"
 429 ,"Sr. Thiago Marques"          ,     3191.45 ,"Utensílio Doméstico" ,"2019-03-27"     ,"Extraviado"
 431 ,"Maria Júlia Melo"            ,     2900.64 ,"Brinquedo"           ,"2020-08-04"     ,"Cancelado"
 432 ,"Vitor Hugo Fonseca"          ,     1007.19 ,"Ferramenta"          ,"2019-12-16"     ,"Entregue"
 433 ,"Cecília Marques"             ,     2908.39 ,"Brinquedo"           ,"2019-05-31"     ,"Extraviado"
 434 ,"Rhavi Gonçalves"             ,     4332.44 ,"Utensílio Doméstico" ,"2022-05-25"     ,"Entregue"
 435 ,"Ayla da Luz"                 ,     4794.22 ,"Brinquedo"           ,"2021-11-22"     ,"Extraviado"
 436 ,"Juan Casa Grande"            ,     4625.44 ,"Ferramenta"          ,"2021-02-26"     ,"Extraviado"
 437 ,"Davi Miguel Ribeiro"         ,     4707.92 ,"Ferramenta"          ,"2024-03-08"     ,"Extraviado"
 438 ,"Cecilia Pastor"              ,     4420.76 ,"Ferramenta"          ,"2022-05-09"     ,"Devolvido"
 439 ,"Arthur Gabriel Guerra"       ,     1706.03 ,"Ferramenta"          ,"2022-05-08"     ,"Entregue"
 440 ,"Rebeca Silva"                ,     2513.34 ,"Ferramenta"          ,"2023-02-21"     ,"Em Devolução"
 441 ,"Manuella Vasconcelos"        ,     3835.53 ,"Ferramenta"          ,"2021-01-21"     ,"Extraviado"
 442 ,"André da Costa"              ,     3899.69 ,"Utensílio Doméstico" ,"2020-05-11"     ,"Extraviado"
 443 ,"João Guilherme Câmara"       ,     3515.79 ,"Brinquedo"           ,"2019-01-20"     ,"Devolvido"
 444 ,"Dr. Caleb Barbosa"           ,     2380.03 ,"Utensílio Doméstico" ,"2020-10-29"     ,"Em Devolução"
 445 ,"Heloisa Sousa"               ,     2865.63 ,"Ferramenta"          ,"2021-03-16"     ,"Cancelado"
 446 ,"Clara da Conceição"          ,     4127.83 ,"Ferramenta"          ,"2020-09-22"     ,"Extraviado"
 447 ,"Rodrigo Ribeiro"             ,     4612.51 ,"Brinquedo"           ,"2024-04-13"     ,"Entregue"
 450 ,"Heloísa Rezende"             ,     3389.84 ,"Ferramenta"          ,"2023-04-04"     ,"Entregue"
 451 ,"Maria Alice Lopes"           ,     1641.21 ,"Brinquedo"           ,"2020-08-30"     ,"Cancelado"
 452 ,"Larissa Caldeira"            ,     2023.98 ,"Brinquedo"           ,"2021-11-17"     ,"Cancelado"
 453 ,"Dante Machado"               ,     2091.44 ,"Brinquedo"           ,"2019-12-04"     ,"Devolvido"
 456 ,"Hellena Rocha"               ,     4562.04 ,"Utensílio Doméstico" ,"2021-05-24"     ,"Entregue"
 457 ,"Ryan da Conceição"           ,     3676.06 ,"Utensílio Doméstico" ,"2020-11-20"     ,"Entregue"
 458 ,"Agatha Borges"               ,     4135.12 ,"Utensílio Doméstico" ,"2021-10-30"     ,"Extraviado"
 459 ,"Heloísa Lopes"               ,     4753.43 ,"Ferramenta"          ,"2024-11-26"     ,"Devolvido"
 460 ,"Ana Cecília Jesus"           ,     4083.7  ,"Brinquedo"           ,"2019-07-24"     ,"Devolvido"
 462 ,"Sra. Ana da Conceição"       ,     4020.98 ,"Ferramenta"          ,"2024-09-18"     ,"Cancelado"
 463 ,"Mateus Nascimento"           ,     3933.41 ,"Utensílio Doméstico" ,"2019-01-10"     ,"Extraviado"
 464 ,"Guilherme Barros"            ,     4992.86 ,"Brinquedo"           ,"2023-06-12"     ,"Extraviado"
 465 ,"Alexandre Moreira"           ,     2808.36 ,"Brinquedo"           ,"2024-05-18"     ,"Devolvido"
 467 ,"Ian Leão"                    ,     4490.25 ,"Ferramenta"          ,"2021-04-16"     ,"Entregue"
 468 ,"Pedro Henrique Costela"      ,     1045.15 ,"Ferramenta"          ,"2021-04-15"     ,"Devolvido"
 469 ,"João Felipe Alves"           ,     1269.73 ,"Ferramenta"          ,"2022-06-30"     ,"Devolvido"
 471 ,"Valentim Borges"             ,     2434.78 ,"Utensílio Doméstico" ,"2020-07-05"     ,"Entregue"
 472 ,"Cauã da Mata"                ,     2762.87 ,"Utensílio Doméstico" ,"2019-02-22"     ,"Cancelado"
 474 ,"Luiza Costa"                 ,     2195.89 ,"Ferramenta"          ,"2021-07-11"     ,"Devolvido"
 475 ,"Bárbara Novais"              ,     2312.75 ,"Ferramenta"          ,"2019-08-20"     ,"Devolvido"
 476 ,"Camila Moraes"               ,     1874.07 ,"Utensílio Doméstico" ,"2024-05-11"     ,"Entregue"
 478 ,"Oliver da Cunha"             ,     3695.39 ,"Brinquedo"           ,"2021-04-06"     ,"Cancelado"
 479 ,"Sofia Farias"                ,     4441.1  ,"Brinquedo"           ,"2023-12-02"     ,"Entregue"
 480 ,"Rafael da Cruz"              ,     2127.8  ,"Brinquedo"           ,"2021-02-08"     ,"Cancelado"
 481 ,"Amanda Machado"              ,     4004.16 ,"Brinquedo"           ,"2023-05-04"     ,"Devolvido"
 482 ,"Yuri Guerra"                 ,     3861    ,"Utensílio Doméstico" ,"2024-10-01"     ,"Em Devolução"
 483 ,"Heloisa Lima"                ,     1853.63 ,"Brinquedo"           ,"2020-06-12"     ,"Extraviado"
 485 ,"Luiz Miguel Rezende"         ,     4519.02 ,"Ferramenta"          ,"2021-12-01"     ,"Cancelado"
 486 ,"Vicente Rodrigues"           ,     2857.41 ,"Ferramenta"          ,"2019-07-11"     ,"Extraviado"
 488 ,"Eduardo Fernandes"           ,     1033.42 ,"Ferramenta"          ,"2019-03-22"     ,"Entregue"
 489 ,"Elisa Vargas"                ,     1852.29 ,"Brinquedo"           ,"2024-05-25"     ,"Entregue"
 490 ,"Esther Jesus"                ,     1818.84 ,"Brinquedo"           ,"2021-12-22"     ,"Extraviado"
 491 ,"Matteo Aragão"               ,     3118.47 ,"Utensílio Doméstico" ,"2023-09-21"     ,"Entregue"
 492 ,"Sr. Luan Cirino"             ,     1681.74 ,"Utensílio Doméstico" ,"2022-02-11"     ,"Extraviado"
 493 ,"Maya Cassiano"               ,     2435.01 ,"Brinquedo"           ,"2022-10-20"     ,"Devolvido"
 494 ,"Sabrina Ribeiro"             ,     4324.33 ,"Ferramenta"          ,"2022-06-04"     ,"Entregue"
 495 ,"Pedro Lucas Andrade"         ,     3275.19 ,"Brinquedo"           ,"2020-06-16"     ,"Entregue"
 496 ,"Luiza Novais"                ,     1734.7  ,"Brinquedo"           ,"2023-05-21"     ,"Extraviado"
 497 ,"Augusto Araújo"              ,     4843.92 ,"Brinquedo"           ,"2019-10-21"     ,"Devolvido"
 498 ,"Heloisa Ribeiro"             ,     3165.11 ,"Ferramenta"          ,"2023-02-08"     ,"Entregue"
 500 ,"Lucca Monteiro"              ,     4727.63 ,"Utensílio Doméstico" ,"2023-02-10"     ,"Em Devolução"
 502 ,"Sra. Maria Júlia Macedo"     ,     4721.45 ,"Utensílio Doméstico" ,"2024-12-09"     ,"Cancelado"
 503 ,"Dr. Bernardo Casa Grande"    ,     4733.44 ,"Ferramenta"          ,"2020-04-26"     ,"Extraviado"
 505 ,"Dra. Giovanna Freitas"       ,     1709.99 ,"Brinquedo"           ,"2023-03-23"     ,"Cancelado"
 506 ,"Nathan Costela"              ,     1207.6  ,"Ferramenta"          ,"2019-07-11"     ,"Extraviado"
 507 ,"Maria Sophia Nogueira"       ,     1880.1  ,"Utensílio Doméstico" ,"2020-04-06"     ,"Em Devolução"
 508 ,"Davi Luiz Moura"             ,     1993.9  ,"Brinquedo"           ,"2022-11-09"     ,"Em Devolução"
 509 ,"Luana Garcia"                ,     4658.48 ,"Brinquedo"           ,"2022-04-06"     ,"Extraviado"
 510 ,"Bruno Pereira"               ,     3620.49 ,"Brinquedo"           ,"2024-10-26"     ,"Em Devolução"
 513 ,"Arthur Pastor"               ,     2907.71 ,"Brinquedo"           ,"2024-03-07"     ,"Em Devolução"
 514 ,"Maria Eduarda Cassiano"      ,     3400.6  ,"Ferramenta"          ,"2021-10-17"     ,"Entregue"
 515 ,"Pietro da Mota"              ,     2151.81 ,"Utensílio Doméstico" ,"2024-04-07"     ,"Cancelado"
 516 ,"Mateus Gomes"                ,     3584.91 ,"Brinquedo"           ,"2023-06-23"     ,"Cancelado"
 517 ,"Sr. João Borges"             ,     2600.24 ,"Utensílio Doméstico" ,"2019-04-07"     ,"Extraviado"
 519 ,"Dr. Apollo Camargo"          ,     3327.54 ,"Brinquedo"           ,"2021-08-09"     ,"Extraviado"
 520 ,"Catarina Teixeira"           ,     4488.95 ,"Brinquedo"           ,"2019-11-07"     ,"Extraviado"
 521 ,"Dante Santos"                ,     1970.62 ,"Ferramenta"          ,"2021-07-30"     ,"Em Devolução"
 522 ,"João Gabriel da Luz"         ,     3261.8  ,"Ferramenta"          ,"2021-04-21"     ,"Devolvido"
 524 ,"Vitor Hugo Nogueira"         ,     4436.69 ,"Ferramenta"          ,"2019-05-11"     ,"Devolvido"
 526 ,"José Pedro Farias"           ,     4396.08 ,"Ferramenta"          ,"2019-10-29"     ,"Entregue"
 527 ,"Oliver Vieira"               ,     3093.74 ,"Ferramenta"          ,"2023-07-19"     ,"Entregue"
 528 ,"Cauã Moreira"                ,     2718.91 ,"Brinquedo"           ,"2019-06-14"     ,"Em Devolução"
 529 ,"Carolina Mendonça"           ,     3596.03 ,"Brinquedo"           ,"2019-03-17"     ,"Extraviado"
 530 ,"Luiz Felipe Brito"           ,     3681.91 ,"Ferramenta"          ,"2022-05-07"     ,"Extraviado"
 531 ,"Srta. Emanuelly Sales"       ,     4630.37 ,"Utensílio Doméstico" ,"2022-12-24"     ,"Extraviado"
 532 ,"Murilo Costa"                ,     3060.5  ,"Brinquedo"           ,"2022-08-26"     ,"Em Devolução"
 533 ,"Sra. Marcela Castro"         ,     1768.43 ,"Ferramenta"          ,"2020-08-12"     ,"Em Devolução"
 534 ,"Sr. Henrique Martins"        ,     2992    ,"Ferramenta"          ,"2023-12-20"     ,"Devolvido"
 537 ,"Lorenzo Andrade"             ,     3188.32 ,"Brinquedo"           ,"2019-07-05"     ,"Em Devolução"
 538 ,"João Vitor Camargo"          ,     4397.98 ,"Ferramenta"          ,"2019-12-31"     ,"Em Devolução"
 539 ,"Guilherme Moraes"            ,     3644.94 ,"Ferramenta"          ,"2022-04-30"     ,"Cancelado"
 540 ,"Aurora Leão"                 ,     1962.56 ,"Brinquedo"           ,"2022-01-06"     ,"Cancelado"
 541 ,"Camila Barros"               ,     2802.03 ,"Brinquedo"           ,"2022-07-24"     ,"Extraviado"
 542 ,"Luna Cavalcanti"             ,     1418.44 ,"Utensílio Doméstico" ,"2020-10-11"     ,"Em Devolução"
 543 ,"Maya Rocha"                  ,     1799.7  ,"Brinquedo"           ,"2023-03-11"     ,"Entregue"
 544 ,"Antônio Albuquerque"         ,     3104.33 ,"Brinquedo"           ,"2022-10-30"     ,"Entregue"
 545 ,"Breno Ribeiro"               ,     2209.83 ,"Ferramenta"          ,"2020-11-17"     ,"Extraviado"
 547 ,"Valentim Carvalho"           ,     3911.2  ,"Utensílio Doméstico" ,"2020-07-22"     ,"Devolvido"
 551 ,"Maria Fernanda Cavalcante"   ,     4509.31 ,"Utensílio Doméstico" ,"2022-02-14"     ,"Cancelado"
 552 ,"Rhavi Gomes"                 ,     3610.59 ,"Ferramenta"          ,"2019-03-09"     ,"Entregue"
 553 ,"Leandro Brito"               ,     4032.55 ,"Ferramenta"          ,"2023-12-12"     ,"Cancelado"
 554 ,"Pedro Lucas Albuquerque"     ,     4506.16 ,"Ferramenta"          ,"2024-05-11"     ,"Devolvido"
 555 ,"Dr. Davi Moura"              ,     4845.81 ,"Utensílio Doméstico" ,"2020-06-24"     ,"Em Devolução"
 556 ,"João Felipe Guerra"          ,     4569.62 ,"Utensílio Doméstico" ,"2021-08-03"     ,"Devolvido"
 557 ,"Srta. Eloah Santos"          ,     1595.69 ,"Ferramenta"          ,"2024-04-27"     ,"Cancelado"
 558 ,"Maria Alice Costa"           ,     2012.3  ,"Ferramenta"          ,"2020-06-30"     ,"Devolvido"
 559 ,"Kevin Viana"                 ,     1600.18 ,"Ferramenta"          ,"2019-11-15"     ,"Extraviado"
 560 ,"Isis Nogueira"               ,     4083.42 ,"Utensílio Doméstico" ,"2019-03-01"     ,"Em Devolução"
 562 ,"Davi Lucas Pacheco"          ,     3206.85 ,"Utensílio Doméstico" ,"2023-02-01"     ,"Entregue"
 563 ,"Srta. Valentina Vasconcelos" ,     3514.55 ,"Utensílio Doméstico" ,"2020-10-17"     ,"Em Devolução"
 564 ,"Dra. Alícia Silveira"        ,     3019.35 ,"Utensílio Doméstico" ,"2021-10-06"     ,"Devolvido"
 568 ,"Vitor Albuquerque"           ,     1659.93 ,"Utensílio Doméstico" ,"2024-05-23"     ,"Extraviado"
 569 ,"Anthony Souza"               ,     1908.56 ,"Utensílio Doméstico" ,"2024-11-25"     ,"Cancelado"
 570 ,"Sra. Milena Rocha"           ,     3366.06 ,"Brinquedo"           ,"2020-08-27"     ,"Em Devolução"
 571 ,"Manuella Ribeiro"            ,     2852.06 ,"Brinquedo"           ,"2021-05-18"     ,"Devolvido"
 572 ,"Srta. Eduarda Pastor"        ,     4611.99 ,"Brinquedo"           ,"2020-06-15"     ,"Entregue"
 573 ,"Augusto Teixeira"            ,     4154.69 ,"Brinquedo"           ,"2024-02-15"     ,"Devolvido"
 574 ,"Ana Lívia Sales"             ,     2103.62 ,"Utensílio Doméstico" ,"2021-09-04"     ,"Em Devolução"
 575 ,"Catarina Peixoto"            ,     2247.11 ,"Utensílio Doméstico" ,"2022-10-05"     ,"Extraviado"
 576 ,"Lavínia Albuquerque"         ,     1394.23 ,"Utensílio Doméstico" ,"2022-08-04"     ,"Em Devolução"
 577 ,"Dr. Luiz Otávio da Rosa"     ,     4606.33 ,"Brinquedo"           ,"2022-01-04"     ,"Extraviado"
